backgroundImages,endDate,eventUrl,description,listingType,eventAdmin,preProduction,autoAssociateVod,title,tags,lobbyTimeMinutes,unlisted,shortcutName,shortcutNameUrl,linkedVideoId,id,categories,startDate,estimatedAttendees,redirectVod
[],2018-06-22T18:15:00Z,https://cerner.rev.vbrick.com/#/events/9266e4ad-ce67-44b7-aac3-1db6ef437310,"<p><span style=font-size: 10pt>Join a Healthe Clinic Behavioral Therapist to learn the causes and symptoms of stress, the brain's physiological and psychological responses to stress, the impact of stress on chronic medical conditions, how chronic medical conditions are defined, the benefits of stress management, coping strategies to more effectively manage stress, anxiety, and depression.&nbsp;The information presented in the class will be beneficial, not only for individuals living with chronic medical conditions, but individuals not living with a chronic medical condition as well. </span></p><p><em>Audio will come from your device's speakers. There is not a conference call for this webinar.</em></p><p>We recommend using one of the following browsers:&nbsp;<strong>Chrome, Internet Explorer, Safari, iOS, and Android</strong>&nbsp;</p><p><strong>*Please Note* You will not be able to access the webcast over a VPN connection. The latest version of Firefox (version 58) does not support flash, therefore is not recommended. This broadcast has been optimized for on campus viewing…results may vary when watching from home, client site, or using a cellular provider.&nbsp;</strong>&nbsp;</p><p>Contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542)</p><p><strong><span style=color: rgb(255, 0, 0)><u>TO EARN HLwR POINTS:</u> You must watch the entirety of this class. You will automatically receive points within two&nbsp;weeks of the class&nbsp;date. (You DO NOT need to email&nbsp;three things learned). </span></strong></p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Wellness Class: Living with a Chronic Health Condition,[],15,false,null,null,null,9266e4ad-ce67-44b7-aac3-1db6ef437310,[],2018-06-22T16:45:00Z,0,false
[],2018-07-09T19:39:00Z,https://cerner.rev.vbrick.com/#/events/c6cf560c-97c5-41ab-8e0a-a15e3600eb7b,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,CC 360p Livestream Test,[],15,false,null,null,null,c6cf560c-97c5-41ab-8e0a-a15e3600eb7b,[],2018-07-09T19:30:00Z,0,false
[],2018-07-09T19:49:00Z,https://cerner.rev.vbrick.com/#/events/88873358-b573-489f-a927-143ec5505293,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,CC 480p Livestream Test,[],15,false,null,null,null,88873358-b573-489f-a927-143ec5505293,[],2018-07-09T19:40:00Z,0,false
[],2018-07-09T20:00:00Z,https://cerner.rev.vbrick.com/#/events/71e422e7-6b25-4d64-94a3-d5666a372228,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,CC 720p Livestream Test,[],15,false,null,null,null,71e422e7-6b25-4d64-94a3-d5666a372228,[],2018-07-09T19:50:00Z,0,false
[],2018-07-10T18:00:00Z,https://cerner.rev.vbrick.com/#/events/3c564ce5-fd36-4109-aff6-a5cf14e9a58f,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Salt Lake City Stream Test,[],15,false,null,null,null,3c564ce5-fd36-4109-aff6-a5cf14e9a58f,[],2018-07-10T16:00:00Z,0,false
[],2018-07-10T20:15:00Z,https://cerner.rev.vbrick.com/#/events/5687a904-497b-48da-9ab5-f7d45ee7ff16,"<p><strong>Operational Maturity and Data Analytics</strong></p><p>We have come a long way in the last 15 years in CernerWorks.&nbsp; In this talk we’ll take a look at how the monitoring and incident management processes and solutions in CernerWorks have matured and how we have gone from engaging on an incident when our clients first called the IRC to operating near real-time and reaching out to our clients to inform them of an issue.&nbsp;</p><p><strong>About the Speaker</strong></p><p>Dwight joined Cerner in 1995 as a software engineer and during his career has led a bit of a double life.&nbsp; In his first 8 years he worked in Development for Open Engine, Database Architecture and system/solution performance.&nbsp; Since 2003, Dwight has held several roles in the CernerWorks remote hosting organization defining operational best practices for change management, incident management and problem management.&nbsp; He was one of the original Lights On Network technical architects and worked on report design, client connectivity and data collection validation for the launch of the Lights On Network.&nbsp; In 2010, he was given the Distinguished Engineer distinction.&nbsp; Currently, he is responsible for bringing CernerWorks best practices to client hosted clients.&nbsp; He is also working with the Federal team in refining operational best practices with increased focus on security for the DoD hosted domain.</p>",AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,KC DE TechTalk: Operational Maturity and Data Analytics,[],15,false,null,null,null,5687a904-497b-48da-9ab5-f7d45ee7ff16,[],2018-07-10T18:00:00Z,0,false
[],2018-07-10T20:29:00Z,https://cerner.rev.vbrick.com/#/events/272aa4ef-acaa-405c-bfc1-d9fb456f8c78,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,REA 480p Livestream Test,[],15,false,null,null,null,272aa4ef-acaa-405c-bfc1-d9fb456f8c78,[],2018-07-10T20:20:00Z,0,false
[],2018-07-10T20:40:00Z,https://cerner.rev.vbrick.com/#/events/37427b7f-b813-43ee-8826-ec69be37851b,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,REA 720p Livestream Test,[],15,false,null,null,null,37427b7f-b813-43ee-8826-ec69be37851b,[],2018-07-10T20:30:00Z,0,false
[],2018-07-11T14:00:00Z,https://cerner.rev.vbrick.com/#/events/9492df3f-95ec-48ce-80dc-67a9eb1983c7,"<p>The event is created to test the streaming for tomorrow's event&nbsp;</p>",Private,"{name:Shameer SH,id:beb2d686-88c5-4925-be0e-a3fd7419c284,username:sh049434}",null,false,Test_IndiaEvent_Healthe,[],15,false,null,null,null,9492df3f-95ec-48ce-80dc-67a9eb1983c7,[],2018-07-11T07:00:00Z,0,false
[],2018-07-11T22:15:00Z,https://cerner.rev.vbrick.com/#/events/9c32e7dd-d734-48e6-883c-8e768910d0d4,,AllUsers,"{name:Melissa Woodson,id:f18b4500-d98c-4798-bf75-25aa2b91acc3,username:mt029422}",null,false,Pop Health Demos,[],15,false,null,null,null,9c32e7dd-d734-48e6-883c-8e768910d0d4,[],2018-07-11T12:45:00Z,0,false
[],2018-07-11T20:15:00Z,https://cerner.rev.vbrick.com/#/events/76c11b1f-b576-4cda-9293-e6f6d649069f,"<p><strong>I Can't See: Low Vision A11y &amp; Users</strong></p><p>When you think of low vision, what comes to mind? A user that is near sighted? How about far sighted? Maybe partially blind? These are all qualifying cases of poor vision, but low vision is more complicated than the prescription of glasses or contacts.</p><p>&nbsp;</p><p>According to the World Health Organization, they categorize low vision based on specific levels of visual acuity and field of vision (W3.org, 2016). With that in mind, we as developers can look at different categories of low vision including color vision, visual acuity, contrast sensitivity, etc and make an effort to bake in things like zoom, non-conflicting colors, and re-wrapping of columns in to our code.</p><p>&nbsp;</p><p>This talk will cover what vision accessibility is, different categories of low vision, what the needs of the users are, and what we as developers can do to achieve a great user experience for low vision users.</p><p>&nbsp;</p><p><strong>About the Speaker</strong></p><p>Chris DeMars (@saltnburnem) is a UI developer first, UX architect always, working out of Detroit, Michigan. Chris is also an instructor, teacher assistant, and volunteer for the Ann Arbor chapter of Girl Develop It and co-organizer for the Ann Arbor Accessibility Group. Chris loves coming up with solutions for enterprise applications, which include modular CSS architectures, performance, and advocating for web accessibility. When he is not working on making the web great and inclusive you can find him writing blog posts, recording episodes of his podcast, Tales From The Script, watching horror movies, drinking the finest of beers, or in the woods of northern Michigan.</p><p>&nbsp;</p>",AllUsers,"{name:Melissa Woodson,id:f18b4500-d98c-4798-bf75-25aa2b91acc3,username:mt029422}",null,false,KC Ext Tech Talk: I Can't See: Low Vision A11y & Users,[],15,false,null,null,null,76c11b1f-b576-4cda-9293-e6f6d649069f,[],2018-07-11T18:00:00Z,0,false
[],2018-07-11T19:19:00Z,https://cerner.rev.vbrick.com/#/events/98aec9a2-6715-4193-9a7f-cb08699d06a6,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,WHQ 360p Livestream Testing,[],15,false,null,null,null,98aec9a2-6715-4193-9a7f-cb08699d06a6,[],2018-07-11T19:10:00Z,0,false
[],2018-07-11T19:29:00Z,https://cerner.rev.vbrick.com/#/events/ba236eae-4d53-4c21-8bbc-6d833ac5fc63,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,WHQ 480p Livestream Testing,[],15,false,null,null,null,ba236eae-4d53-4c21-8bbc-6d833ac5fc63,[],2018-07-11T19:20:00Z,0,false
[],2018-07-11T19:40:00Z,https://cerner.rev.vbrick.com/#/events/79017771-3ea1-43e3-a6cf-d413eefda320,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,WHQ 720p Livestream Testing,[],15,false,null,null,null,79017771-3ea1-43e3-a6cf-d413eefda320,[],2018-07-11T19:30:00Z,0,false
[],2018-07-12T09:15:00Z,https://cerner.rev.vbrick.com/#/events/0f064b5b-4690-4c29-bd1d-f0abc236021b,"<p>Event to test the streaming&nbsp;</p>",Private,"{name:Shameer SH,id:beb2d686-88c5-4925-be0e-a3fd7419c284,username:sh049434}",null,false,Dry_Run_Healthe_Event_Manyata,[],15,false,null,null,null,0f064b5b-4690-4c29-bd1d-f0abc236021b,[],2018-07-12T06:15:00Z,0,false
[],2018-07-12T11:15:00Z,https://cerner.rev.vbrick.com/#/events/9faaf92e-523c-45ca-b783-5c9046b66482,"<p><span style=font-size: 11pt>Cervical Cancer Awareness</span></p><p><span style=font-size: 11pt>Healthe Cerner India</span></p>",AllUsers,"{name:Sadanand G,id:bb8647c3-bb00-4f2d-a1ff-6de1cd242c08,username:sg052597}",null,false,Cervical Cancer Awareness,[],15,false,null,null,null,9faaf92e-523c-45ca-b783-5c9046b66482,[],2018-07-12T09:15:00Z,0,false
[],2018-07-12T22:00:00Z,https://cerner.rev.vbrick.com/#/events/8a5e0af2-71dd-422e-98de-5f589d06b3dd,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,REA Testing,[],15,false,null,null,null,8a5e0af2-71dd-422e-98de-5f589d06b3dd,[],2018-07-12T13:00:00Z,0,false
[],2018-07-12T17:15:00Z,https://cerner.rev.vbrick.com/#/events/60bb9d7a-5e74-4e96-a361-c5712444c0a7,"<p>Shoulder and upper back pain consistently ranks as one of the top reported areas of musculoskeletal concern at Cerner.&nbsp; And it’s no wonder!&nbsp; With four joints, 26 muscles and a vast network of intricate and dense connective tissue, the shoulder is one of the most complex and misunderstood regions of the body.&nbsp; A lot can go wrong which can lead to pain and mobility issues difficult to overcome.&nbsp; Join Rebekah Grube, Cerner’s Lead Certified Athletic Trainer, as she peels back the layers of shoulder anatomy and biomechanics and provides the surprisingly simple answers to getting your shoulder back on track.&nbsp;</p><p><em>Audio will come from your device's speakers. There is not a conference call for this webinar.</em></p><p>We recommend using one of the following browsers:&nbsp;<strong>Chrome, Internet Explorer, Safari, iOS, and Android</strong>&nbsp;</p><p><strong>*Please Note* You will not be able to access the webcast over a VPN connection. The latest version of Firefox (version 58) does not support flash, therefore is not recommended. This broadcast has been optimized for on campus viewing…results may vary when watching from home, client site, or using a cellular provider.&nbsp;</strong>&nbsp;</p><p>Contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542)</p><p><strong><span style=color: rgb(255, 0, 0)><u>TO EARN HLwR POINTS:</u> You must watch the entirety of this class. You will automatically receive points within two&nbsp;weeks of the class&nbsp;date. (You DO NOT need to email&nbsp;three things learned). </span></strong></p>",AllUsers,"{name:Melissa Woodson,id:f18b4500-d98c-4798-bf75-25aa2b91acc3,username:mt029422}",null,false,Wellness Class: Building Better Shoulders,[],15,false,null,null,null,60bb9d7a-5e74-4e96-a361-c5712444c0a7,[],2018-07-12T15:45:00Z,0,false
[],2018-07-13T23:00:00Z,https://cerner.rev.vbrick.com/#/events/03a64c1a-28b1-4529-9c12-6d696bb2a9f3,,AllUsers,"{name:Chris Hanson,id:28f08100-3482-4b81-8ba4-d5ed50798262,username:ch049839}",null,false,Test stream,[],15,false,null,null,null,03a64c1a-28b1-4529-9c12-6d696bb2a9f3,[],2018-07-13T14:00:00Z,0,false
[],2018-07-13T18:45:00Z,https://cerner.rev.vbrick.com/#/events/7ea2a72f-f9fc-4da2-83fd-8b66c4690bb2,,AllUsers,"{name:Melissa Woodson,id:f18b4500-d98c-4798-bf75-25aa2b91acc3,username:mt029422}",null,false,Livestream Connect with Farrell Sanders,[],15,false,null,null,null,7ea2a72f-f9fc-4da2-83fd-8b66c4690bb2,[],2018-07-13T17:45:00Z,0,false
[],2018-07-20T16:00:00Z,https://cerner.rev.vbrick.com/#/events/fbfceb00-b141-4ce9-b798-705293e80942,"<p>Josh Timmons Networking Team Test</p>",Public,"{name:Trenton McRae,id:9a6b34ad-671d-40b0-8e8d-a1a07694d0f8,username:tm062095}",null,false,Networking Test INN Livestream,[],15,false,null,null,null,fbfceb00-b141-4ce9-b798-705293e80942,[],2018-07-17T13:00:00Z,0,false
[],2018-07-17T16:40:00Z,https://cerner.rev.vbrick.com/#/events/125efe4c-19b6-4ae5-a080-397c443d0e75,,AllUsers,"{name:Melissa Woodson,id:f18b4500-d98c-4798-bf75-25aa2b91acc3,username:mt029422}",null,false,Test Option,[],15,false,null,null,null,125efe4c-19b6-4ae5-a080-397c443d0e75,[],2018-07-17T16:00:00Z,0,false
[],2018-07-17T18:15:00Z,https://cerner.rev.vbrick.com/#/events/0d6fb8be-742a-440f-bdc3-b488c3a514f2,"<p><em>Audio will come from your device's speakers. There is not a conference call for this webinar.</em></p><p>We recommend using one of the following browsers:&nbsp;<strong>Chrome, Internet Explorer, Safari, iOS, and Android</strong>&nbsp;</p><p><strong>*Please Note* You will not be able to access the webcast over a VPN connection. The latest version of Firefox (version 58) does not support flash, therefore is not recommended. This broadcast has been optimized for on campus viewing…results may vary when watching from home, client site, or using a cellular provider.&nbsp;</strong>&nbsp;</p><p>Contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542)</p><p><strong><span style=color: rgb(255, 0, 0)><u>TO EARN HLwR POINTS:</u> You must watch the entirety of this class. You will automatically receive points within two&nbsp;weeks of the class&nbsp;date. (You DO NOT need to email&nbsp;three things learned). </span></strong></p>",AllUsers,"{name:Melissa Woodson,id:f18b4500-d98c-4798-bf75-25aa2b91acc3,username:mt029422}",null,false,Wellness Class: Family Fitness,[],15,false,null,null,null,0d6fb8be-742a-440f-bdc3-b488c3a514f2,[],2018-07-17T16:45:00Z,0,false
[],2018-07-17T19:00:00Z,https://cerner.rev.vbrick.com/#/events/8435f240-675a-4cf4-a9c7-e5706fb82ce9,,Private,"{name:Chris Hanson,id:28f08100-3482-4b81-8ba4-d5ed50798262,username:ch049839}",null,false,test,[],15,false,null,null,null,8435f240-675a-4cf4-a9c7-e5706fb82ce9,[],2018-07-17T17:00:00Z,0,false
[],2018-07-18T10:00:00Z,https://cerner.rev.vbrick.com/#/events/ccc201f2-911a-4bb2-ac22-1fbe77bb37ba,,AllUsers,"{name:Chris Hanson,id:28f08100-3482-4b81-8ba4-d5ed50798262,username:ch049839}",null,false,Test,[],15,false,null,null,null,ccc201f2-911a-4bb2-ac22-1fbe77bb37ba,[],2018-07-18T08:00:00Z,0,false
"[{scaleSize:Original,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/0601e2f4-e70b-4d30-8f17-29fe455dee01.png},{scaleSize:ExtraSmall,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/b91b7a25-a243-4b5c-94ca-49bbe73b4fdb.png},{scaleSize:Small,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/a8e58e5e-b5a3-4738-aae0-8fb962a01f5c.png},{scaleSize:Medium,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/20aa0e6b-2c83-4ee1-ab1d-af687d0642ff.png},{scaleSize:Large,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/f428cb55-c273-4352-9c71-5ebfb7af043e.png}]",2018-07-18T13:15:00Z,https://cerner.rev.vbrick.com/#/events/cf44be62-5775-4052-a15d-5df98c63bbbd,,AllUsers,"{name:Chris Hanson,id:28f08100-3482-4b81-8ba4-d5ed50798262,username:ch049839}",null,false,Pop Health Team Talk,[],15,false,null,null,null,cf44be62-5775-4052-a15d-5df98c63bbbd,[],2018-07-18T11:45:00Z,0,false
[],2018-07-20T17:15:00Z,https://cerner.rev.vbrick.com/#/events/17c8d524-c113-455b-af10-e4c0b058699e,"<p>Mindfulness is abuzz all around us. It’s in the media, discussed in self-help books and offered in apps on your smartphone. But what does it really mean to be mindful?&nbsp;This class&nbsp;will help you understand the history of mindfulness and help you identify ways you can regularly utilize mindfulness.</p><p><em>Audio will come from your device's speakers. There is not a conference call for this webinar.</em></p><p>We recommend using one of the following browsers:&nbsp;<strong>Chrome, Internet Explorer, Safari, iOS, and Android</strong>&nbsp;</p><p><strong>*Please Note* You will not be able to access the webcast over a VPN connection. The latest version of Firefox (version 58) does not support flash, therefore is not recommended. This broadcast has been optimized for on campus viewing…results may vary when watching from home, client site, or using a cellular provider.&nbsp;</strong>&nbsp;</p><p>Contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542)</p><p><strong><span style=color: rgb(255, 0, 0)><u>TO EARN HLwR POINTS:</u> You must watch the entirety of this class. You will automatically receive points within two&nbsp;weeks of the class&nbsp;date. (You DO NOT need to email&nbsp;three things learned). </span></strong></p>",AllUsers,"{name:Melissa Woodson,id:f18b4500-d98c-4798-bf75-25aa2b91acc3,username:mt029422}",null,false,Wellness Class: Mindfulness 101,[],15,false,null,null,null,17c8d524-c113-455b-af10-e4c0b058699e,[],2018-07-20T15:30:00Z,0,false
[],2018-07-20T20:15:00Z,https://cerner.rev.vbrick.com/#/events/d1d17d3b-2fa2-475a-963e-35f25ac5c4b9,"<p><strong>Description</strong></p><p>It is possible to be safer and go faster.&nbsp; Please join us to discuss a paradigm shift in how we think about security and the framework that can help us implement the right culture, automation, lean controls, and metrics necessary to keep our data more secure.</p><p><strong>About The Speaker: Justin Smith</strong></p><p>Justin Smith is the Chief Security Officer for Pivotal products where he oversees the security of Pivotal Cloud Foundry and related offerings. Since joining Pivotal in 2015, Justin has been the driving force behind Pivotal Cloud Foundry’s rise as the gold standard for security in modern cloud platforms. He is the visionary and primary advocate behind <a href=https://builttoadapt.io/the-three-r-s-of-enterprise-security-rotate-repave-and-repair-f64f6d6ba29d rel=noreferrer noopener>The Three R’s of Enterprise Security</a>, an approach to cloud-native security, which was featured in <a href=https://www.thoughtworks.com/radar/techniques rel=noreferrer noopener>ThoughtWorks 2017 Technology Radar</a> and has become a benchmark for mitigating risk in technology.</p><p>Prior to Pivotal, Justin served in senior security product management roles at both Google and Microsoft. Justin’s work has touched many aspects of modern digital life, including mobile device security, API gateways, software development tools, enterprise cloud platforms, smart TVs and gaming platforms. His experience and technical depth make him one of the foremost experts in cloud security. He’s been a featured speaker at events all over the world and has been published in multiple global tier-one media.</p><p>Justin holds an engineering degree from Georgia Institute of Technology.</p><p><strong>LiveStream</strong></p><p><em>Not located in Kansas City? Join via LiveStream! Visit <a href=https://broadcast.cerner.com/ rel=noreferrer noopener>https://broadcast.cerner.com</a> at the time of the event. After you are logged in, click the event you want to watch. <strong>*Please Note* You will not be able to access the webcast over a VPN connection. The latest version of Firefox (version 58) does not support flash, therefore is not recommended. This broadcast has been optimized for on campus viewing…results may vary when watching from home, client site, or using a cellular provider. </strong>Contact Associate Support for assistance at 1-HELP (US: 816-201-4357; Non-US: 866-434-1542).</em></p><p>&nbsp;</p><p><em>A recording of this talk will be posted 2-3 weeks after the event.</em></p><p><em>Questions? Email <a href=mailto:devculture@cerner.com rel=noreferrer noopener>devculture@cerner.com</a>.</em></p><p>&nbsp;</p>",AllUsers,"{name:Melissa Woodson,id:f18b4500-d98c-4798-bf75-25aa2b91acc3,username:mt029422}",null,false,External Tech Talk: Security Paradigm Shift with Justin Smith,[],15,false,null,null,null,d1d17d3b-2fa2-475a-963e-35f25ac5c4b9,[],2018-07-20T18:45:00Z,0,false
[],2018-07-23T15:15:00Z,https://cerner.rev.vbrick.com/#/events/36600e77-5161-4061-9340-3268a9c7d1ef,,Private,"{name:Melissa Woodson,id:f18b4500-d98c-4798-bf75-25aa2b91acc3,username:mt029422}",null,false,Review Cycle Training - Option 1 of 5,[],15,false,null,null,null,36600e77-5161-4061-9340-3268a9c7d1ef,[],2018-07-23T13:00:00Z,0,false
[],2018-07-23T15:15:00Z,https://cerner.rev.vbrick.com/#/events/470d2135-f3e8-46a0-a825-ee029e20474b,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Comp Review Cycle Traning,[],15,false,null,null,null,470d2135-f3e8-46a0-a825-ee029e20474b,[],2018-07-23T13:50:00Z,0,false
[],2018-07-23T19:15:00Z,https://cerner.rev.vbrick.com/#/events/95044c28-3c64-4961-8829-9ca2101d18d4,,Private,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Review Cycle Training- Option 2 of 5,[],15,false,null,null,null,95044c28-3c64-4961-8829-9ca2101d18d4,[],2018-07-23T17:45:00Z,0,false
[],2018-07-24T13:15:00Z,https://cerner.rev.vbrick.com/#/events/fc069a81-8129-4283-9f8d-c484edc527fd,,Private,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Review Cycle Training- Option 3 of 5,[],15,false,null,null,null,fc069a81-8129-4283-9f8d-c484edc527fd,[],2018-07-24T11:00:00Z,0,false
"[{scaleSize:Original,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/b907e4b1-5a5c-4731-a045-67a3a16a23e6.jpg},{scaleSize:ExtraSmall,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/e78719a4-1ce3-4a37-830a-be0b55ce6bf4.jpg},{scaleSize:Small,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/f1d88f1e-347a-417e-8637-51a46179b4ac.jpg},{scaleSize:Medium,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/48cb1bfb-153a-4a55-8ff3-f7a2074a08e0.jpg},{scaleSize:Large,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/0011f5e2-ff6a-4a16-b2f4-ee37a88fa7c3.jpg}]",2018-07-24T20:45:00Z,https://cerner.rev.vbrick.com/#/events/5ebb2a6e-66f6-4117-bdaa-5ec700166898,"<p>Live from Steve's desk</p>",Private,"{name:Steve Spaw,id:3751c013-280f-4784-aab5-81b09077e9de,username:ss062466}",null,false,Live Streaming test,[],15,false,null,null,null,5ebb2a6e-66f6-4117-bdaa-5ec700166898,[],2018-07-24T14:45:00Z,0,false
[],2018-07-25T15:15:00Z,https://cerner.rev.vbrick.com/#/events/c1deec43-80d8-496c-a3e6-9899fb8a940a,,Private,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Review Cycle Training- Option 4 of 5,[],15,false,null,null,null,c1deec43-80d8-496c-a3e6-9899fb8a940a,[],2018-07-25T13:45:00Z,0,false
[],2018-07-25T20:15:00Z,https://cerner.rev.vbrick.com/#/events/6e4e5d56-4b15-4f4b-866e-6003dfee128b,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Michael Nygard Tech Talk,[],15,false,null,null,null,6e4e5d56-4b15-4f4b-866e-6003dfee128b,[],2018-07-25T18:45:00Z,0,false
[],2018-07-26T21:15:00Z,https://cerner.rev.vbrick.com/#/events/3e826840-f153-497b-ab93-02f96979856f,,Private,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Review Cycle Training- Option 5 of 5,[],15,false,null,null,null,3e826840-f153-497b-ab93-02f96979856f,[],2018-07-26T19:45:00Z,0,false
[],2018-07-27T18:45:00Z,https://cerner.rev.vbrick.com/#/events/f9680895-d69a-47a9-9e45-ec650e7062dc,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,CoxHealth Test,[],15,false,null,null,null,f9680895-d69a-47a9-9e45-ec650e7062dc,[],2018-07-27T16:00:00Z,0,false
[],2018-07-27T19:00:00Z,https://cerner.rev.vbrick.com/#/events/bf8608f0-a850-4ea3-91d6-4830e735a9de,,AllUsers,"{name:Melissa Woodson,id:f18b4500-d98c-4798-bf75-25aa2b91acc3,username:mt029422}",null,false,Technology Consulting Keynote,[],15,false,null,null,null,bf8608f0-a850-4ea3-91d6-4830e735a9de,[],2018-07-27T17:45:00Z,0,false
[],2018-07-27T22:30:00Z,https://cerner.rev.vbrick.com/#/events/d36f3186-0737-4ef9-b676-3992ce4184ae,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Multicast Test,[],15,false,null,null,null,d36f3186-0737-4ef9-b676-3992ce4184ae,[],2018-07-27T21:00:00Z,0,false
[],2018-07-30T18:15:00Z,https://cerner.rev.vbrick.com/#/events/1dae9470-3aeb-4335-9919-468c956d2b1a,,AllUsers,"{name:Melissa Woodson,id:f18b4500-d98c-4798-bf75-25aa2b91acc3,username:mt029422}",null,false,Big Cerner to CernerWorks,[],15,false,null,null,null,1dae9470-3aeb-4335-9919-468c956d2b1a,[],2018-07-30T16:45:00Z,0,false
[],2018-08-01T18:00:00Z,https://cerner.rev.vbrick.com/#/events/7d72a1c3-887b-43f1-8f98-ded1741567b7,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Navigating Life Webcast,[],15,false,null,null,null,7d72a1c3-887b-43f1-8f98-ded1741567b7,[],2018-08-01T16:00:00Z,0,false
"[{scaleSize:Original,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/cf681c83-8289-45ae-bf12-f609e757e38e.jpg},{scaleSize:ExtraSmall,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/7a711a9c-be13-4c9f-b33c-b66a41767f29.jpg},{scaleSize:Small,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/e62ae169-82e7-43c7-b70e-6ff9207e9427.jpg},{scaleSize:Medium,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/4a28fa6a-cfa2-4252-a4ba-9a80f0f7f89e.jpg},{scaleSize:Large,url:https://cerner.rev.vbrick.com/scheduled-events/background-images/b5c3c97d-4c15-4def-8a1a-d384c0bfc7d4.jpg}]",2018-08-02T18:01:00Z,https://cerner.rev.vbrick.com/#/events/b11e2b52-d46b-4635-97c4-3ff929076bb0,"<p>Going through EEG falcon</p>",Private,"{name:Steve Spaw,id:3751c013-280f-4784-aab5-81b09077e9de,username:ss062466}",null,false,falcon basic test,[],15,false,null,null,null,b11e2b52-d46b-4635-97c4-3ff929076bb0,[],2018-08-02T17:01:00Z,0,false
[],2018-08-02T19:15:00Z,https://cerner.rev.vbrick.com/#/events/8c551d13-a087-48ba-b3b4-6c099b9116ea,,AllUsers,"{name:Austin Hable,id:d7cb9be9-3363-4e40-9264-8589157f6cc9,username:ah045906}",null,false,Mica Endsley Tech Talk,[],15,false,null,null,null,8c551d13-a087-48ba-b3b4-6c099b9116ea,[],2018-08-02T17:45:00Z,0,false
